Symbol,A005930,A000660,A068270,A005380,A005490,A035420,A051910,A105560,A012330,A055550,A015760,A051900,A032830,A017670,A034730,A096770,A090430,A006400,A033780,A066570,A000270,A003550,A010950,A086790,A000810,A011170,A009150,A000030
2016-04-27,25880,29300,97213,152000,237000,648000,305500,35300,256000,41900,61800,1013000,110500,205500,234000,158500,415000,114500,123500,59400,49500,69100,88100,27450,292000,306000,53700,10550
2016-04-28,26000,29100,94595,148500,237000,691000,310000,36050,256000,43050,62800,1030000,111500,203500,230000,158500,411500,115000,126000,58600,49350,69400,88900,27000,300000,308500,53100,10700
2016-04-29,25200,27700,93941,146500,235000,668000,303000,35250,261000,41750,61700,1003000,111000,210000,227000,157000,405500,110000,123500,58900,48300,68900,89000,25650,300500,301500,52600,10450
2016-04-30,25200,27700,93941,146500,235000,668000,303000,35250,261000,41750,61700,1003000,111000,210000,227000,157000,405500,110000,123500,58900,48300,68900,89000,25650,300500,301500,52600,10450
2016-05-01,25200,27700,93941,146500,235000,668000,303000,35250,261000,41750,61700,1003000,111000,210000,227000,157000,405500,110000,123500,58900,48300,68900,89000,25650,300500,301500,52600,10450
2016-05-02,24940,27950,93661,142000,237500,679000,295000,34400,263500,41400,61300,1014000,108500,206500,223000,155500,407000,113500,123000,58200,47400,67700,86500,25650,296500,292000,52100,10500
2016-05-03,25340,27950,91978,143000,229500,682000,298500,34100,260000,40550,61200,1036000,107500,209000,221000,157500,414000,116000,124000,59600,47900,67900,88500,25000,298000,293000,51700,10350
2016-05-04,25440,27450,92819,141500,224000,679000,290000,33650,260000,39900,60900,1016000,107500,212500,216500,156500,411000,114500,122500,59200,47050,66200,88000,24850,292000,290500,50900,10300
2016-05-05,25440,27450,92819,141500,224000,679000,290000,33650,260000,39900,60900,1016000,107500,212500,216500,156500,411000,114500,122500,59200,47050,66200,88000,24850,292000,290500,50900,10300
2016-05-06,25440,27450,92819,141500,224000,679000,290000,33650,260000,39900,60900,1016000,107500,212500,216500,156500,411000,114500,122500,59200,47050,66200,88000,24850,292000,290500,50900,10300
2016-05-07,25440,27450,92819,141500,224000,679000,290000,33650,260000,39900,60900,1016000,107500,212500,216500,156500,411000,114500,122500,59200,47050,66200,88000,24850,292000,290500,50900,10300
2016-05-08,25440,27450,92819,141500,224000,679000,290000,33650,260000,39900,60900,1016000,107500,212500,216500,156500,411000,114500,122500,59200,47050,66200,88000,24850,292000,290500,50900,10300
2016-05-09,25800,26150,92165,138500,216500,699000,286000,33550,253500,39400,61800,1044000,107000,211000,214500,148500,430500,115000,124000,59000,47150,66300,83100,24450,297000,289000,50200,10300
2016-05-10,25980,25750,92072,136500,205500,708000,276000,33250,254500,39400,62100,1046000,106500,208000,209500,147000,431000,116500,131000,55800,46350,65500,82200,24100,294500,282500,49550,10200
2016-05-11,25920,26500,93941,140500,212000,700000,285000,33750,259000,40000,61500,1052000,106500,212500,214000,153500,430000,115000,127500,57500,47750,66400,84300,24650,296500,294500,50800,10350
2016-05-12,25840,26050,93287,138000,209000,695000,285500,33700,263000,39900,61400,1026000,105500,211000,212000,157500,420500,112000,127000,55000,47000,65000,85700,25150,295000,297500,50200,10350
2016-05-13,25620,26100,92539,136000,207000,675000,290000,33150,258500,39200,61600,1040000,105500,213500,215500,154500,426500,110000,126000,54600,47000,67400,86800,25100,293000,300500,50300,10300
2016-05-14,25620,26100,92539,136000,207000,675000,290000,33150,258500,39200,61600,1040000,105500,213500,215500,154500,426500,110000,126000,54600,47000,67400,86800,25100,293000,300500,50300,10300
2016-05-15,25620,26100,92539,136000,207000,675000,290000,33150,258500,39200,61600,1040000,105500,213500,215500,154500,426500,110000,126000,54600,47000,67400,86800,25100,293000,300500,50300,10300
2016-05-16,25060,26100,93474,136500,200500,671000,280000,33050,255500,39250,60900,1039000,103000,211500,222000,153000,425500,106000,129000,53800,47000,66400,84100,23950,286000,285500,50000,9910
2016-05-17,24980,26250,92539,135500,204500,691000,286500,33250,252000,39600,60700,1050000,101500,210500,226500,157000,431000,108000,128500,55000,46600,67200,86000,24400,287000,292500,51700,10000
2016-05-18,25280,25800,88333,135000,204500,694000,281000,32750,253000,39300,60700,1039000,101500,209000,224500,156000,425000,108500,130000,54400,46200,67700,87400,23550,288500,281500,50700,10000
2016-05-19,25360,26750,84126,132500,203000,687000,270500,33050,243500,39300,60300,1017000,102500,208500,219500,154000,417000,107500,127000,54100,45900,66100,85200,23700,289500,290000,50500,10250
2016-05-20,25400,26600,86463,134000,204500,708000,272000,33850,242500,40300,60500,1019000,105000,208500,222000,148000,418500,105500,124500,54000,46650,64300,83000,24750,288500,282500,50500,10300
2016-05-21,25400,26600,86463,134000,204500,708000,272000,33850,242500,40300,60500,1019000,105000,208500,222000,148000,418500,105500,124500,54000,46650,64300,83000,24750,288500,282500,50500,10300
2016-05-22,25400,26600,86463,134000,204500,708000,272000,33850,242500,40300,60500,1019000,105000,208500,222000,148000,418500,105500,124500,54000,46650,64300,83000,24750,288500,282500,50500,10300
2016-05-23,25380,26800,89174,133000,204500,690000,276000,33600,243000,39600,60100,1021000,107000,211000,230000,154000,418000,108000,126000,52200,46300,64700,83300,24350,285500,284000,51000,10100
2016-05-24,25720,27350,87211,133000,208000,690000,274000,33150,244000,39250,59600,1004000,102000,208500,228500,151000,411500,107500,126500,52900,45750,65800,83600,24050,282000,287000,51000,9990
2016-05-25,25660,27450,88520,134500,208000,701000,274000,33750,241000,39550,60400,1001000,102000,215000,232500,152500,411000,108500,126000,53600,46500,65000,82600,24350,279500,281000,50600,10100
2016-05-26,25980,27150,93287,136000,209000,704000,275000,34550,245500,40150,62000,1024000,102000,215000,227500,153000,417000,108500,125500,53200,46850,65800,82700,24850,274500,280000,53000,10150
2016-05-27,26000,27200,89641,136000,205000,705000,272000,34000,256500,39450,62600,1012000,103500,213500,229500,156500,410500,108500,126000,54000,46350,65100,83000,24950,276000,281500,52600,10050
2016-05-28,26000,27200,89641,136000,205000,705000,272000,34000,256500,39450,62600,1012000,103500,213500,229500,156500,410500,108500,126000,54000,46350,65100,83000,24950,276000,281500,52600,10050
2016-05-29,26000,27200,89641,136000,205000,705000,272000,34000,256500,39450,62600,1012000,103500,213500,229500,156500,410500,108500,126000,54000,46350,65100,83000,24950,276000,281500,52600,10050
2016-05-30,25940,28850,91978,136000,209000,705000,276000,33400,252000,39500,62600,1025000,103500,217000,232500,163000,410000,107000,125500,56100,46150,65000,88000,24950,273000,292000,53100,10300
2016-05-31,25600,28650,90669,136500,207000,710000,272500,33050,252000,39300,62600,1022000,103000,220000,231000,163000,413000,107000,126500,56300,45700,64700,87100,24900,271500,284000,52000,9980
2016-06-01,25960,28850,92819,137500,206500,700000,270000,33950,251500,39100,62300,1042000,103000,222000,229000,162000,412000,112500,127000,56100,46150,65300,85900,25500,275000,283500,51700,9970
2016-06-02,27000,28600,92165,138500,208500,694000,271500,33850,253500,39000,60300,1048000,103000,216000,222000,157000,414500,117000,125000,55900,46500,64700,83800,25050,277500,279000,51800,10000
2016-06-03,27400,28150,92352,138000,207000,702000,270500,33650,253000,38750,59700,1081000,104000,218500,221500,157500,426000,118500,127000,54300,45500,64700,84200,24900,284500,280500,51000,10050
2016-06-04,27400,28150,92352,138000,207000,702000,270500,33650,253000,38750,59700,1081000,104000,218500,221500,157500,426000,118500,127000,54300,45500,64700,84200,24900,284500,280500,51000,10050
2016-06-05,27400,28150,92352,138000,207000,702000,270500,33650,253000,38750,59700,1081000,104000,218500,221500,157500,426000,118500,127000,54300,45500,64700,84200,24900,284500,280500,51000,10050
2016-06-06,27400,28150,92352,138000,207000,702000,270500,33650,253000,38750,59700,1081000,104000,218500,221500,157500,426000,118500,127000,54300,45500,64700,84200,24900,284500,280500,51000,10050
2016-06-07,27720,27700,90856,138500,209000,728000,265500,33850,252000,39100,59700,1116000,102000,219000,223000,161000,423000,118500,128000,54600,46150,64800,83000,24900,281000,270000,51100,10000
2016-06-08,28380,29050,91043,138500,218500,709000,266000,33550,251500,39150,59700,1099000,103500,219000,223000,163500,423000,118500,127500,54100,46350,63000,85000,25050,283500,264500,51900,10100
2016-06-09,28160,28700,90483,139500,221000,731000,274500,34450,256500,40250,60900,1091000,105500,217500,223500,161500,433000,111000,132000,55300,46600,64800,85700,25500,284500,267000,51400,10200
2016-06-10,28480,29150,91978,138500,217500,731000,270000,35250,255000,39700,61400,1092000,103000,214500,222500,155500,434500,112500,127500,56900,46000,65900,84000,26100,279000,268000,51200,10100
2016-06-11,28480,29150,91978,138500,217500,731000,270000,35250,255000,39700,61400,1092000,103000,214500,222500,155500,434500,112500,127500,56900,46000,65900,84000,26100,279000,268000,51200,10100
2016-06-12,28480,29150,91978,138500,217500,731000,270000,35250,255000,39700,61400,1092000,103000,214500,222500,155500,434500,112500,127500,56900,46000,65900,84000,26100,279000,268000,51200,10100
2016-06-13,27920,28650,90856,138000,214000,714000,270000,34550,253500,39150,61300,1049000,101000,212000,219500,154000,419500,109000,126500,55800,46100,66100,83500,25300,274000,259500,51100,10150
2016-06-14,27420,28150,89267,135500,210500,689000,270000,33900,255000,39150,60300,1056000,100000,211000,217000,151500,410000,113000,125000,55700,45350,64400,82100,24650,271000,260500,52200,10150
2016-06-15,27700,29350,88987,138000,205000,704000,263500,33900,253500,38250,59300,1071000,100000,214000,215000,151000,408500,109500,126000,54700,44800,63500,81100,24150,268500,257500,51400,10050
2016-06-16,28260,30250,88613,135500,208500,691000,261500,33250,264000,38000,57900,1056000,100000,214000,215500,147000,412500,110500,126000,54600,44850,63600,80100,23750,267500,261500,51500,9990
2016-06-17,28200,30000,88800,136000,205000,701000,262500,33400,264000,38100,58700,1061000,98500,211500,216500,149000,414000,109500,126500,53800,44700,63100,79600,23700,268500,268000,50900,10000
2016-06-18,28200,30000,88800,136000,205000,701000,262500,33400,264000,38100,58700,1061000,98500,211500,216500,149000,414000,109500,126500,53800,44700,63100,79600,23700,268500,268000,50900,10000
2016-06-19,28200,30000,88800,136000,205000,701000,262500,33400,264000,38100,58700,1061000,98500,211500,216500,149000,414000,109500,126500,53800,44700,63100,79600,23700,268500,268000,50900,10000
2016-06-20,28540,29800,88613,136000,202000,697000,263000,34000,265000,38550,59500,1059000,99800,211000,214500,144500,417000,110500,125000,54800,45300,64200,78800,24000,269000,274000,51600,9980
2016-06-21,28640,30050,88800,136500,207000,694000,255500,33850,265000,38450,59700,1055000,99900,210000,212500,144500,416000,107500,126000,55500,45000,63300,78300,24450,270000,280000,51800,10100
2016-06-22,28920,30200,88893,138500,207000,699000,258000,33750,268000,38450,58300,1093000,100000,209000,215000,139000,421500,110500,127500,55600,44250,62500,76000,24000,271500,279000,50800,10100
2016-06-23,28880,30900,89454,140500,204000,733000,257000,33800,263000,39000,58700,1088000,100500,209000,216000,144000,416000,108500,126000,54800,44750,64400,78800,24750,268500,280000,50700,10150
2016-06-24,28900,32800,90389,140500,206000,745000,256500,34950,265000,39100,58300,1080000,102500,210500,214000,148000,417000,111500,126000,55900,45350,64200,79500,25450,271000,284000,51400,10300
2016-06-25,28900,32800,90389,140500,206000,745000,256500,34950,265000,39100,58300,1080000,102500,210500,214000,148000,417000,111500,126000,55900,45350,64200,79500,25450,271000,284000,51400,10300
2016-06-26,28900,32800,90389,140500,206000,745000,256500,34950,265000,39100,58300,1080000,102500,210500,214000,148000,417000,111500,126000,55900,45350,64200,79500,25450,271000,284000,51400,10300
2016-06-27,28000,31350,82911,141000,190000,728000,231000,32000,264000,37350,57400,1064000,100000,208500,200500,134500,413500,102000,125500,50900,43850,62000,74500,23150,263000,263000,48350,9400
2016-06-28,27800,31150,85809,141500,195000,701000,235500,31600,258000,36400,58200,1069000,99400,210000,199500,137000,409000,101500,126500,51900,43650,61000,75500,22800,253500,266000,48650,9420
2016-06-29,28160,31800,88800,140000,201000,715000,245500,32650,260000,37550,59200,1079000,99100,211000,201500,142500,421500,104000,128000,53500,44150,62400,76700,23450,255500,270500,49700,9470
2016-06-30,28160,32000,89267,138000,204500,710000,263500,33350,258000,37950,60100,1122000,99100,218000,203000,144000,431000,107500,130000,54100,44000,63400,78200,23950,264000,283000,50500,9600
2016-07-01,28540,31800,90856,136500,202500,713000,259000,32700,253000,37150,60300,1128000,100500,215000,203500,141000,435000,107500,137500,54500,43400,63500,75800,23350,264500,283000,50300,9530
2016-07-02,28540,31800,90856,136500,202500,713000,259000,32700,253000,37150,60300,1128000,100500,215000,203500,141000,435000,107500,137500,54500,43400,63500,75800,23350,264500,283000,50300,9530
2016-07-03,28540,31800,90856,136500,202500,713000,259000,32700,253000,37150,60300,1128000,100500,215000,203500,141000,435000,107500,137500,54500,43400,63500,75800,23350,264500,283000,50300,9530
2016-07-04,29280,32250,93100,138000,203500,716000,258000,32800,257000,38350,59300,1136000,99600,216000,204500,141500,438000,108000,136000,54700,43350,64900,76700,23350,268000,286500,50400,9630
2016-07-05,29320,32650,93848,136500,211000,730000,262500,32450,257500,37950,59300,1162000,98700,217500,205500,147000,435500,110500,137000,56000,43000,65100,80400,23600,265500,292000,50300,9610
2016-07-06,28940,31100,95437,134000,206000,750000,259500,32300,255000,37700,59800,1148000,96600,216500,202500,142000,436500,110500,133000,55800,42500,65300,78100,23000,264500,289000,49000,9530
2016-07-07,28420,30750,93661,131500,202500,752000,250000,32100,248500,37550,59100,1157000,95300,216500,203500,141500,440000,109000,131000,55500,41650,63800,77600,22600,264000,285000,48600,9450
2016-07-08,29000,30700,94595,131000,200500,751000,250000,31900,252500,37200,59300,1166000,95100,213000,202500,139000,437500,109000,131500,56900,41400,64300,76000,22750,262500,281500,48200,9480
2016-07-09,29000,30700,94595,131000,200500,751000,250000,31900,252500,37200,59300,1166000,95100,213000,202500,139000,437500,109000,131500,56900,41400,64300,76000,22750,262500,281500,48200,9480
2016-07-10,29000,30700,94595,131000,200500,751000,250000,31900,252500,37200,59300,1166000,95100,213000,202500,139000,437500,109000,131500,56900,41400,64300,76000,22750,262500,281500,48200,9480
2016-07-11,29200,31750,94035,130500,203500,745000,245000,32250,251500,37950,60300,1103000,95500,218500,204500,137500,420000,104500,133000,56100,41150,66200,75500,22800,269500,282000,46800,9520
2016-07-12,29980,32250,93380,131500,209500,759000,253000,32200,258000,37850,60300,1096000,96100,216500,211000,138500,422000,103500,130000,55300,41500,64700,75900,22800,272000,289000,47400,9630
2016-07-13,29920,32700,93474,133000,221000,760000,256000,32850,265000,38300,59600,1111000,96500,218500,209000,141500,423500,106000,128000,56600,41700,64600,77000,23400,272000,292500,48000,9800
2016-07-14,29620,32500,93380,134000,226000,751000,252500,33600,263500,38500,59200,1096000,97400,220000,213500,141500,426000,105000,124500,55800,41750,65300,76700,23700,273000,290500,49850,9930
2016-07-15,30000,33300,94315,132000,227000,750000,259000,33350,263500,38450,59600,1122000,96600,223000,214500,147500,427000,116500,123500,56000,41400,66200,79900,23500,270000,293000,53100,9980
2016-07-16,30000,33300,94315,132000,227000,750000,259000,33350,263500,38450,59600,1122000,96600,223000,214500,147500,427000,116500,123500,56000,41400,66200,79900,23500,270000,293000,53100,9980
2016-07-17,30000,33300,94315,132000,227000,750000,259000,33350,263500,38450,59600,1122000,96600,223000,214500,147500,427000,116500,123500,56000,41400,66200,79900,23500,270000,293000,53100,9980
2016-07-18,30360,32900,93941,133000,227500,717000,260500,33900,264000,38900,60400,1128000,97600,221000,211000,147500,424500,109000,125500,56100,42150,65700,78400,24350,270000,293000,52600,10100
2016-07-19,30560,32900,93100,131500,227500,718000,260500,34200,258500,38800,61100,1155000,98100,223000,212000,147500,424000,109000,126500,55500,41400,66500,78100,24650,271000,298500,52000,10250
2016-07-20,30660,32300,93661,129500,217000,715000,259500,34250,258500,38950,60500,1143000,98300,222500,211000,146000,417500,107000,125000,54900,41400,65300,77600,24500,269500,289500,51800,10150
2016-07-21,30800,32400,95811,130000,219500,698000,256500,34150,262500,38600,60800,1142000,96500,218500,212500,147500,420500,105000,125500,54400,41900,65300,79000,24550,268500,291500,52500,10150
2016-07-22,30120,32150,99456,130000,216500,706000,250500,35300,261500,39550,61000,1117000,97000,223000,207500,143000,414500,107500,123000,53100,41550,65200,77200,24900,268500,287000,52600,10150
2016-07-23,30120,32150,99456,130000,216500,706000,250500,35300,261500,39550,61000,1117000,97000,223000,207500,143000,414500,107500,123000,53100,41550,65200,77200,24900,268500,287000,52600,10150
2016-07-24,30120,32150,99456,130000,216500,706000,250500,35300,261500,39550,61000,1117000,97000,223000,207500,143000,414500,107500,123000,53100,41550,65200,77200,24900,268500,287000,52600,10150
2016-07-25,30000,32300,98147,129500,218500,708000,241000,35300,265000,39400,61700,1128000,98500,225000,210000,150500,416000,107500,123500,53300,42000,64600,78700,25950,271500,284500,55700,10150
2016-07-26,30000,32400,96932,135000,220500,711000,242500,36200,267000,39950,62000,1089000,98600,230000,211000,149500,405000,106500,122500,53200,43050,65700,77900,27600,270000,290000,55400,10350
2016-07-27,30240,32600,97213,137000,227000,710000,248000,36250,264500,40050,61900,1078000,99600,232000,212000,150500,408500,107000,125000,54700,43150,65500,76100,27850,270500,292000,55600,10400
2016-07-28,30660,33150,95437,137500,229000,717000,246500,36200,265000,40050,61800,1032000,99200,231000,210500,147500,400000,107500,126000,56000,43300,64200,76700,28100,269000,288000,56000,10350
2016-07-29,30400,33550,96745,135000,226500,710000,242500,35450,265000,40450,61700,1018000,97700,231500,208000,145000,401500,108500,122000,55100,42500,63600,76200,27750,267000,301500,55000,10150
2016-07-30,30400,33550,96745,135000,226500,710000,242500,35450,265000,40450,61700,1018000,97700,231500,208000,145000,401500,108500,122000,55100,42500,63600,76200,27750,267000,301500,55000,10150
2016-07-31,30400,33550,96745,135000,226500,710000,242500,35450,265000,40450,61700,1018000,97700,231500,208000,145000,401500,108500,122000,55100,42500,63600,76200,27750,267000,301500,55000,10150
2016-08-01,31380,34700,97960,132500,225500,711000,244000,35200,256000,40600,61200,990000,97300,228500,208500,147500,384500,106000,122000,53900,42450,63600,77300,27550,265500,305000,55800,10100
2016-08-02,31360,34600,95343,135500,223500,701000,255500,35300,260500,40500,61100,949000,97900,225000,208500,147500,380000,108000,122000,53600,42050,62800,77000,27450,276000,315000,57400,10200
2016-08-03,30960,33300,96091,133000,224000,710000,249000,36050,255000,40000,62600,950000,97000,221500,206500,144000,371500,106000,120500,52700,41400,62400,76100,27150,277000,313000,56300,10050
2016-08-04,30380,33950,95530,132500,223500,713000,252500,35500,253000,39500,63100,960000,96600,222500,208500,145000,369000,113000,121000,53100,41000,62900,76300,26600,272000,308000,56300,10000
2016-08-05,30580,34300,97680,130500,218000,711000,252000,35400,253000,39550,61400,955000,95900,220500,216500,147500,373000,114500,123000,52600,40750,62900,77300,26400,274500,303000,59300,9930
2016-08-06,30580,34300,97680,130500,218000,711000,252000,35400,253000,39550,61400,955000,95900,220500,216500,147500,373000,114500,123000,52600,40750,62900,77300,26400,274500,303000,59300,9930
2016-08-07,30580,34300,97680,130500,218000,711000,252000,35400,253000,39550,61400,955000,95900,220500,216500,147500,373000,114500,123000,52600,40750,62900,77300,26400,274500,303000,59300,9930
2016-08-08,31320,35150,97587,134000,215000,728000,247500,36650,254000,40200,61300,925000,98300,222000,223000,151500,365000,116000,124500,53700,41150,63800,77100,27300,274500,302000,59800,10100
2016-08-09,31480,34850,99363,135000,214000,754000,248000,37400,257000,40900,61000,960000,100000,222000,224500,151500,383500,116500,124000,53000,41050,64000,76500,28100,275000,302000,58400,10350
2016-08-10,31340,34900,101232,135500,218000,765000,260000,37800,259000,40450,61500,946000,101500,223000,224500,151500,378500,117500,122500,53800,41650,63900,76800,29000,277000,307000,59500,10350
2016-08-11,30820,33700,105999,134000,219500,779000,266000,37700,258000,40750,61900,983000,103000,223500,221500,154000,398000,119500,124000,53100,41150,64100,75700,29000,278000,304000,58000,10350
2016-08-12,31180,34450,105999,135000,217000,777000,265000,37700,261000,40950,60600,986000,102000,227000,224000,155000,396500,120500,120500,52700,41800,64200,76500,28550,279000,306000,58700,10350
2016-08-13,31180,34450,105999,135000,217000,777000,265000,37700,261000,40950,60600,986000,102000,227000,224000,155000,396500,120500,120500,52700,41800,64200,76500,28550,279000,306000,58700,10350
2016-08-14,31180,34450,105999,135000,217000,777000,265000,37700,261000,40950,60600,986000,102000,227000,224000,155000,396500,120500,120500,52700,41800,64200,76500,28550,279000,306000,58700,10350
2016-08-15,31180,34450,105999,135000,217000,777000,265000,37700,261000,40950,60600,986000,102000,227000,224000,155000,396500,120500,120500,52700,41800,64200,76500,28550,279000,306000,58700,10350
2016-08-16,30900,34950,105719,136000,223000,784000,265000,37800,262000,40750,59800,994000,100000,226500,226500,154500,390000,119000,117500,53000,42550,64700,76100,28750,280000,305500,58900,10450
2016-08-17,31380,33750,104410,133500,222500,775000,262000,37550,257500,40600,59300,971000,100500,226000,226500,155500,392000,116000,123500,53200,41550,64100,75800,28450,272000,302000,57400,10300
2016-08-18,31340,33550,110766,134500,222500,792000,263500,37150,258500,41100,59000,970000,103500,229000,227500,158500,394000,117500,125500,53500,41500,65800,76400,28000,273000,296000,58000,10350
2016-08-19,32760,34400,105999,133000,219500,807000,260000,37100,254000,40650,58900,950000,108500,228000,222500,155500,381000,119500,124000,53100,41250,64900,76200,28000,276000,291000,61300,10250
2016-08-20,32760,34400,105999,133000,219500,807000,260000,37100,254000,40650,58900,950000,108500,228000,222500,155500,381000,119500,124000,53100,41250,64900,76200,28000,276000,291000,61300,10250
2016-08-21,32760,34400,105999,133000,219500,807000,260000,37100,254000,40650,58900,950000,108500,228000,222500,155500,381000,119500,124000,53100,41250,64900,76200,28000,276000,291000,61300,10250
2016-08-22,33480,35500,107495,132500,218500,800000,269000,37200,255500,39850,57800,943000,103000,222000,212000,155500,375500,120000,119500,52300,41150,64700,75300,27750,271000,292500,60200,10350
2016-08-23,33300,36250,102915,133000,217000,801000,270500,37150,255000,40300,57500,938000,102000,221000,212000,152500,375000,124000,119000,52700,41650,65000,75000,28050,266500,281000,60300,10350
2016-08-24,33600,35900,102728,132000,217000,807000,269500,36950,248500,39800,57700,1014000,99800,220000,210500,147000,394000,121500,119500,51600,42150,66100,72500,28550,270000,277000,59400,10400
2016-08-25,32600,35100,104691,136000,224500,812000,265000,37450,252000,40200,57500,965000,101500,220500,214500,145500,389000,121000,116500,51400,42750,66400,71500,28650,270000,277500,58800,10400
2016-08-26,32120,35850,103008,136500,224500,796000,268000,37750,254500,40250,59000,933000,102000,220500,213500,142500,380500,121000,118000,52100,42950,66600,70600,29000,266000,281000,58700,10400
2016-08-27,32120,35850,103008,136500,224500,796000,268000,37750,254500,40250,59000,933000,102000,220500,213500,142500,380500,121000,118000,52100,42950,66600,70600,29000,266000,281000,58700,10400
2016-08-28,32120,35850,103008,136500,224500,796000,268000,37750,254500,40250,59000,933000,102000,220500,213500,142500,380500,121000,118000,52100,42950,66600,70600,29000,266000,281000,58700,10400
2016-08-29,32040,35350,101793,134000,221500,806000,265000,37700,255000,39700,58500,946000,105000,222000,211500,142000,384000,119000,118000,52100,42000,65300,70300,28300,263000,278500,57000,10400
2016-08-30,32940,36800,99830,133500,229000,811000,265000,38550,259000,41000,57900,950000,104500,221000,211000,139500,389000,118000,118500,51600,41600,66700,68700,29600,265500,271000,56900,10650
2016-08-31,32820,36400,99269,132000,228000,843000,264500,38750,256500,41000,57800,948000,104000,220000,212500,141500,389500,116500,118500,52000,41550,65500,70200,29300,270000,267500,54400,10700
2016-09-01,31660,36400,100484,133000,230500,845000,271500,38600,258000,41250,58300,955000,103500,218500,210500,144500,388000,111500,117000,52300,41900,65700,70100,29150,272000,270000,52300,10600
2016-09-02,31900,36100,102541,132500,232000,833000,267500,39300,265000,41350,57200,992000,106000,217500,209500,147500,399500,105500,116000,51500,41750,66600,72600,29650,280000,275500,51600,10850
2016-09-03,31900,36100,102541,132500,232000,833000,267500,39300,265000,41350,57200,992000,106000,217500,209500,147500,399500,105500,116000,51500,41750,66600,72600,29650,280000,275500,51600,10850
2016-09-04,31900,36100,102541,132500,232000,833000,267500,39300,265000,41350,57200,992000,106000,217500,209500,147500,399500,105500,116000,51500,41750,66600,72600,29650,280000,275500,51600,10850
2016-09-05,31800,36900,102541,136000,231500,842000,265500,39050,267000,41500,57500,1018000,106000,218000,208000,149000,410000,103000,117000,51900,42000,65800,73400,28850,282000,278500,52300,11050
2016-09-06,32140,37750,102821,138500,237500,858000,261000,39650,273000,41500,57100,999000,105500,221000,210500,149500,399500,106500,118000,53000,42350,67000,74100,29000,285000,281500,53000,11100
2016-09-07,32960,38200,105438,139500,236000,843000,252500,39500,284000,41150,57200,997000,106000,219000,211500,151000,397000,109000,119500,54200,42750,67900,74400,28850,283500,274000,53800,11200
2016-09-08,32460,37900,103475,139000,237000,869000,252000,39900,280500,41300,58700,972000,106500,220500,218500,152500,390000,107000,118000,53400,42900,68700,74400,29500,283000,273000,52900,11400
2016-09-09,32220,38550,101139,138000,227500,852000,248000,39100,279000,40700,58800,990000,105500,221500,212500,153500,396500,104500,119000,51900,44100,67700,73200,29050,283000,271000,52300,11250
2016-09-10,32220,38550,101139,138000,227500,852000,248000,39100,279000,40700,58800,990000,105500,221500,212500,153500,396500,104500,119000,51900,44100,67700,73200,29050,283000,271000,52300,11250
2016-09-11,32220,38550,101139,138000,227500,852000,248000,39100,279000,40700,58800,990000,105500,221500,212500,153500,396500,104500,119000,51900,44100,67700,73200,29050,283000,271000,52300,11250
2016-09-12,29800,37500,99456,138500,225500,835000,245000,39500,279500,41250,59500,980000,105500,221000,211000,147500,393500,97500,117500,51800,44000,67400,73300,29300,286500,270000,50000,11100
2016-09-13,30160,37600,101325,140000,227500,850000,248500,39500,283000,40800,58600,982000,106000,221000,209500,153500,383000,98000,119500,51400,45050,66900,75000,29300,284000,272000,48700,11550
2016-09-14,30160,37600,101325,140000,227500,850000,248500,39500,283000,40800,58600,982000,106000,221000,209500,153500,383000,98000,119500,51400,45050,66900,75000,29300,284000,272000,48700,11550
2016-09-15,30160,37600,101325,140000,227500,850000,248500,39500,283000,40800,58600,982000,106000,221000,209500,153500,383000,98000,119500,51400,45050,66900,75000,29300,284000,272000,48700,11550
2016-09-16,30160,37600,101325,140000,227500,850000,248500,39500,283000,40800,58600,982000,106000,221000,209500,153500,383000,98000,119500,51400,45050,66900,75000,29300,284000,272000,48700,11550
2016-09-17,30160,37600,101325,140000,227500,850000,248500,39500,283000,40800,58600,982000,106000,221000,209500,153500,383000,98000,119500,51400,45050,66900,75000,29300,284000,272000,48700,11550
2016-09-18,30160,37600,101325,140000,227500,850000,248500,39500,283000,40800,58600,982000,106000,221000,209500,153500,383000,98000,119500,51400,45050,66900,75000,29300,284000,272000,48700,11550
2016-09-19,30760,38700,100952,137000,219000,853000,234000,37550,280500,39250,57500,954000,102000,215500,206000,146500,385000,98000,114500,49950,44150,63200,72800,27850,272000,271000,48300,11100
2016-09-20,31180,39200,99830,137000,221000,858000,233000,38300,283000,40100,57500,970000,103000,220500,208000,151000,385000,98600,115000,50100,44200,64600,75900,28500,278500,274000,48600,11100
2016-09-21,31900,39000,102728,137500,220000,836000,233500,38100,283500,39300,58800,968000,102500,215500,205500,152000,384500,97300,115000,49250,44100,64500,75200,29000,276000,281000,49050,11200
2016-09-22,32000,39800,103475,138000,228500,867000,244500,38700,283500,40350,60100,992000,104000,216000,209500,158000,393500,101000,117500,50700,44200,65800,76900,29050,282500,284000,49800,11600
2016-09-23,31640,39550,103382,139500,226500,882000,240000,38850,285000,40300,60200,997000,105000,220000,212000,156000,399000,100000,119000,50200,44400,64600,77100,29200,286000,289500,49200,11300
2016-09-24,31640,39550,103382,139500,226500,882000,240000,38850,285000,40300,60200,997000,105000,220000,212000,156000,399000,100000,119000,50200,44400,64600,77100,29200,286000,289500,49200,11300
